lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards,evidence_mode,assessed,text_id
ma-g4-english-language-arts-u06-l14,ma-g4-english-language-arts,4,english-language-arts,104,6,"Explanatory Writing: Grouping, Precision, and Development",14,Discussion or presentation practice: choosing formal or informal English for this audience,Discussion or presentation practice,choosing formal or informal English for this audience,4.L.3;4.SL.6,guided,no,g4-text-11
ma-g4-english-language-arts-u06-l15,ma-g4-english-language-arts,4,english-language-arts,105,6,"Explanatory Writing: Grouping, Precision, and Development",15,Transfer challenge: writing a short explanatory piece on an unfamiliar topic from given sources,Transfer challenge,writing a short explanatory piece on an unfamiliar topic from given sources,4.W.2;4.W.9b,independent,no,g4-text-07
ma-g4-english-language-arts-u06-l16,ma-g4-english-language-arts,4,english-language-arts,106,6,"Explanatory Writing: Grouping, Precision, and Development",16,"Retrieval and assessment preparation: retrieving grouping, development, precision, linking, and conclusion",Retrieval and assessment preparation,"retrieving grouping, development, precision, linking, and conclusion",4.W.2;4.W.4,independent,no,g4-text-11
ma-g4-english-language-arts-u06-l17,ma-g4-english-language-arts,4,english-language-arts,107,6,"Explanatory Writing: Grouping, Precision, and Development",17,Unit assessment: unit evidence: an independently written multi-paragraph explanatory piece,Unit assessment,unit evidence: an independently written multi-paragraph explanatory piece,4.W.2;4.W.4;4.L.1;4.L.2,independent,yes,g4-text-07
ma-g4-english-language-arts-u06-l18,ma-g4-english-language-arts,4,english-language-arts,108,6,"Explanatory Writing: Grouping, Precision, and Development",18,"Targeted correction, publication, and reflection: correcting one section and publishing with a typed page","Targeted correction, publication, and reflection",correcting one section and publishing with a typed page,4.W.5;4.W.6,guided,no,g4-text-11
ma-g4-english-language-arts-u07-l01,ma-g4-english-language-arts,4,english-language-arts,109,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",1,Launch and diagnostic: an opinion that can be supported versus one that cannot,Launch and diagnostic,an opinion that can be supported versus one that cannot,4.W.1,guided,no,g4-text-12
ma-g4-english-language-arts-u07-l02,ma-g4-english-language-arts,4,english-language-arts,110,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",2,Word study and morphology: vocabulary that states a position precisely,Word study and morphology,vocabulary that states a position precisely,4.L.6;4.L.3,guided,no,g4-text-09
ma-g4-english-language-arts-u07-l03,ma-g4-english-language-arts,4,english-language-arts,111,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",3,Concept model A: a reason at Grade 4 must be supported by facts and details,Concept model A,a reason at Grade 4 must be supported by facts and details,4.W.1,guided,no,g4-text-12
ma-g4-english-language-arts-u07-l04,ma-g4-english-language-arts,4,english-language-arts,112,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",4,Guided practice A: attaching two facts to a reason that previously stood alone,Guided practice A,attaching two facts to a reason that previously stood alone,4.W.1;4.W.9b,guided,no,g4-text-09
ma-g4-english-language-arts-u07-l05,ma-g4-english-language-arts,4,english-language-arts,113,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",5,Close reading with evidence: close reading how an author uses reasons and evidence for a point,Close reading with evidence,close reading how an author uses reasons and evidence for a point,4.RI.8;4.RI.1;4.RF.4,guided,no,g4-text-12
ma-g4-english-language-arts-u07-l06,ma-g4-english-language-arts,4,english-language-arts,114,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",6,Independent application A: evaluating whether one author's evidence actually supports the point,Independent application A,evaluating whether one author's evidence actually supports the point,4.RI.8,independent,no,g4-text-09
ma-g4-english-language-arts-u07-l07,ma-g4-english-language-arts,4,english-language-arts,115,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",7,Concept model B: grouping related reasons so the structure supports the purpose,Concept model B,grouping related reasons so the structure supports the purpose,4.W.1,guided,no,g4-text-12
ma-g4-english-language-arts-u07-l08,ma-g4-english-language-arts,4,english-language-arts,116,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",8,Guided practice B: ordering grouped reasons and linking them to the opinion,Guided practice B,ordering grouped reasons and linking them to the opinion,4.W.1;4.L.3,guided,no,g4-text-09
ma-g4-english-language-arts-u07-l09,ma-g4-english-language-arts,4,english-language-arts,117,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",9,Reteach and varied practice: repairing reasons that restate the opinion or cite nothing,Reteach and varied practice,repairing reasons that restate the opinion or cite nothing,4.W.1;4.RI.8,guided,no,g4-text-12
ma-g4-english-language-arts-u07-l10,ma-g4-english-language-arts,4,english-language-arts,118,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",10,Craft or structure analysis: firsthand and secondhand accounts of the same event,Craft or structure analysis,firsthand and secondhand accounts of the same event,4.RI.6,guided,no,g4-text-09
ma-g4-english-language-arts-u07-l11,ma-g4-english-language-arts,4,english-language-arts,119,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",11,"Source or research work: drawing evidence from a firsthand and a secondhand source, and recording both",Source or research work,"drawing evidence from a firsthand and a secondhand source, and recording both",4.W.9b;4.W.8;4.RI.6,guided,no,g4-text-12
ma-g4-english-language-arts-u07-l12,ma-g4-english-language-arts,4,english-language-arts,120,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",12,"Writing plan and draft: planning the piece: position, grouped reasons, and the evidence behind each",Writing plan and draft,"planning the piece: position, grouped reasons, and the evidence behind each",4.W.1;4.W.4,guided,no,learner-produced
ma-g4-english-language-arts-u07-l13,ma-g4-english-language-arts,4,english-language-arts,121,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",13,"Writing revision workshop: revising the conclusion so it follows from the reasons, using modal auxiliaries precisely",Writing revision workshop,"revising the conclusion so it follows from the reasons, using modal auxiliaries precisely",4.W.1;4.W.5;4.L.1,guided,no,learner-produced
ma-g4-english-language-arts-u07-l14,ma-g4-english-language-arts,4,english-language-arts,122,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",14,Discussion or presentation practice: identifying the reasons and evidence a speaker provides,Discussion or presentation practice,identifying the reasons and evidence a speaker provides,4.SL.3;4.SL.4,guided,no,g4-text-09
ma-g4-english-language-arts-u07-l15,ma-g4-english-language-arts,4,english-language-arts,123,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",15,Transfer challenge: writing an evidence-based opinion on a new question and source pair,Transfer challenge,writing an evidence-based opinion on a new question and source pair,4.W.1;4.W.9b,independent,no,g4-text-12
ma-g4-english-language-arts-u07-l16,ma-g4-english-language-arts,4,english-language-arts,124,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",16,"Retrieval and assessment preparation: retrieving position, grouped reasons, evidence, and conclusion",Retrieval and assessment preparation,"retrieving position, grouped reasons, evidence, and conclusion",4.W.1;4.RI.8,independent,no,g4-text-09
ma-g4-english-language-arts-u07-l17,ma-g4-english-language-arts,4,english-language-arts,125,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",17,Unit assessment: unit evidence: an independently written evidence-based opinion piece,Unit assessment,unit evidence: an independently written evidence-based opinion piece,4.W.1;4.W.9b;4.RI.8,independent,yes,g4-text-12
ma-g4-english-language-arts-u07-l18,ma-g4-english-language-arts,4,english-language-arts,126,7,"Opinion and Argument: Reasons, Evidence, and Fair Reading",18,"Targeted correction, publication, and reflection: correcting one reason's evidence and publishing or privately filing the piece","Targeted correction, publication, and reflection",correcting one reason's evidence and publishing or privately filing the piece,4.W.5;4.RI.6,guided,no,g4-text-09
ma-g4-english-language-arts-u08-l01,ma-g4-english-language-arts,4,english-language-arts,127,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",1,"Launch and diagnostic: the major differences among poetry, drama, and prose on the page",Launch and diagnostic,"the major differences among poetry, drama, and prose on the page",4.RL.5,guided,no,g4-text-13
ma-g4-english-language-arts-u08-l02,ma-g4-english-language-arts,4,english-language-arts,128,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",2,"Word study and morphology: words built from myth and story, and what they carry with them",Word study and morphology,"words built from myth and story, and what they carry with them",4.RL.4;4.L.4;4.RF.3,guided,no,g4-text-14
ma-g4-english-language-arts-u08-l03,ma-g4-english-language-arts,4,english-language-arts,129,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",3,"Concept model A: structural elements of poetry: verse, rhythm, meter, stanza",Concept model A,"structural elements of poetry: verse, rhythm, meter, stanza",4.RL.5,guided,no,g4-text-13
ma-g4-english-language-arts-u08-l04,ma-g4-english-language-arts,4,english-language-arts,130,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",4,Guided practice A: labeling the structural elements of a poem and a scene,Guided practice A,labeling the structural elements of a poem and a scene,4.RL.5,guided,no,g4-text-14
ma-g4-english-language-arts-u08-l05,ma-g4-english-language-arts,4,english-language-arts,131,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",5,Close reading with evidence: close reading a poem for how its structure shapes its meaning,Close reading with evidence,close reading a poem for how its structure shapes its meaning,4.RL.5;4.RL.4;4.RF.4,guided,no,g4-text-13
ma-g4-english-language-arts-u08-l06,ma-g4-english-language-arts,4,english-language-arts,132,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",6,Independent application A: analyzing the structure of an unfamiliar poem or scene independently,Independent application A,analyzing the structure of an unfamiliar poem or scene independently,4.RL.5,independent,no,g4-text-14
ma-g4-english-language-arts-u08-l07,ma-g4-english-language-arts,4,english-language-arts,133,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",7,Concept model B: allusions: when a word points to a story outside this text,Concept model B,allusions: when a word points to a story outside this text,4.RL.4,guided,no,g4-text-13
ma-g4-english-language-arts-u08-l08,ma-g4-english-language-arts,4,english-language-arts,134,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",8,Guided practice B: explaining what an allusion adds that a plain word would not,Guided practice B,explaining what an allusion adds that a plain word would not,4.RL.4;4.L.5,guided,no,g4-text-14
ma-g4-english-language-arts-u08-l09,ma-g4-english-language-arts,4,english-language-arts,135,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",9,Reteach and varied practice: repairing readings that treat an idiom or metaphor literally,Reteach and varied practice,repairing readings that treat an idiom or metaphor literally,4.L.5,guided,no,g4-text-13
ma-g4-english-language-arts-u08-l10,ma-g4-english-language-arts,4,english-language-arts,136,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",10,"Craft or structure analysis: similes, metaphors, idioms, adages, and proverbs side by side",Craft or structure analysis,"similes, metaphors, idioms, adages, and proverbs side by side",4.L.5,guided,no,g4-text-14
ma-g4-english-language-arts-u08-l11,ma-g4-english-language-arts,4,english-language-arts,137,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",11,"Source or research work: synonyms and antonyms as tools for precision, not decoration",Source or research work,"synonyms and antonyms as tools for precision, not decoration",4.L.5;4.L.3,guided,no,g4-text-13
ma-g4-english-language-arts-u08-l12,ma-g4-english-language-arts,4,english-language-arts,138,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",12,Writing plan and draft: planning an original poem or scene with one deliberate craft choice,Writing plan and draft,planning an original poem or scene with one deliberate craft choice,4.W.10;4.RL.5,guided,no,learner-produced
ma-g4-english-language-arts-u08-l13,ma-g4-english-language-arts,4,english-language-arts,139,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",13,"Writing revision workshop: revising for sound and image, ordering adjectives and punctuating for effect",Writing revision workshop,"revising for sound and image, ordering adjectives and punctuating for effect",4.W.10;4.RL.5;4.L.1;4.L.3,guided,no,learner-produced
ma-g4-english-language-arts-u08-l14,ma-g4-english-language-arts,4,english-language-arts,140,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",14,"Discussion or presentation practice: presenting a reading aloud, in print, or with a caption track",Discussion or presentation practice,"presenting a reading aloud, in print, or with a caption track",4.SL.5,guided,no,g4-text-14
ma-g4-english-language-arts-u08-l15,ma-g4-english-language-arts,4,english-language-arts,141,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",15,Transfer challenge: connecting a written scene to a visual or oral presentation of it,Transfer challenge,connecting a written scene to a visual or oral presentation of it,4.RL.7,independent,no,g4-text-13
ma-g4-english-language-arts-u08-l16,ma-g4-english-language-arts,4,english-language-arts,142,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",16,"Retrieval and assessment preparation: retrieving form, structure, allusion, and figurative language",Retrieval and assessment preparation,"retrieving form, structure, allusion, and figurative language",4.RL.4;4.RL.5;4.L.5,independent,no,g4-text-14
ma-g4-english-language-arts-u08-l17,ma-g4-english-language-arts,4,english-language-arts,143,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",17,Unit assessment: unit evidence: structural analysis and figurative-language explanation,Unit assessment,unit evidence: structural analysis and figurative-language explanation,4.RL.4;4.RL.5;4.L.5,independent,yes,g4-text-13
ma-g4-english-language-arts-u08-l18,ma-g4-english-language-arts,4,english-language-arts,144,8,"Poetry, Drama, and Prose: Structure, Craft, and Figurative Language",18,"Targeted correction, publication, and reflection: correcting one note and publishing or privately filing the craft study","Targeted correction, publication, and reflection",correcting one note and publishing or privately filing the craft study,4.W.10;4.SL.5,guided,no,g4-text-14
ma-g4-english-language-arts-u09-l01,ma-g4-english-language-arts,4,english-language-arts,145,9,"Research, Sources, and Honest Note-Taking",1,Launch and diagnostic: turning a topic into a question with investigable aspects,Launch and diagnostic,turning a topic into a question with investigable aspects,4.W.7,guided,no,g4-text-08
ma-g4-english-language-arts-u09-l02,ma-g4-english-language-arts,4,english-language-arts,146,9,"Research, Sources, and Honest Note-Taking",2,"Word study and morphology: reference tools: dictionary, glossary, and thesaurus for precise meaning",Word study and morphology,"reference tools: dictionary, glossary, and thesaurus for precise meaning",4.L.4,guided,no,g4-text-10
ma-g4-english-language-arts-u09-l03,ma-g4-english-language-arts,4,english-language-arts,147,9,"Research, Sources, and Honest Note-Taking",3,Concept model A: choosing which aspects of a topic your project will actually cover,Concept model A,choosing which aspects of a topic your project will actually cover,4.W.7,guided,no,g4-text-08
ma-g4-english-language-arts-u09-l04,ma-g4-english-language-arts,4,english-language-arts,148,9,"Research, Sources, and Honest Note-Taking",4,Guided practice A: splitting one question into three aspects and assigning a source to each,Guided practice A,splitting one question into three aspects and assigning a source to each,4.W.7;4.W.8,guided,no,g4-text-10
ma-g4-english-language-arts-u09-l05,ma-g4-english-language-arts,4,english-language-arts,149,9,"Research, Sources, and Honest Note-Taking",5,Close reading with evidence: close reading a source for information relevant to one aspect,Close reading with evidence,close reading a source for information relevant to one aspect,4.W.8;4.RI.1;4.RF.4,guided,no,g4-text-08
ma-g4-english-language-arts-u09-l06,ma-g4-english-language-arts,4,english-language-arts,150,9,"Research, Sources, and Honest Note-Taking",6,Independent application A: gathering relevant notes from a new source independently,Independent application A,gathering relevant notes from a new source independently,4.W.8,independent,no,g4-text-10
ma-g4-english-language-arts-u09-l07,ma-g4-english-language-arts,4,english-language-arts,151,9,"Research, Sources, and Honest Note-Taking",7,Concept model B: paraphrase: rewriting a source idea without borrowing its wording,Concept model B,paraphrase: rewriting a source idea without borrowing its wording,4.W.8,guided,no,g4-text-08
ma-g4-english-language-arts-u09-l08,ma-g4-english-language-arts,4,english-language-arts,152,9,"Research, Sources, and Honest Note-Taking",8,Guided practice B: checking a paraphrase against the original for accuracy and independence,Guided practice B,checking a paraphrase against the original for accuracy and independence,4.W.8,guided,no,g4-text-10
ma-g4-english-language-arts-u09-l09,ma-g4-english-language-arts,4,english-language-arts,153,9,"Research, Sources, and Honest Note-Taking",9,Reteach and varied practice: repairing notes that copied phrasing or drifted from the source,Reteach and varied practice,repairing notes that copied phrasing or drifted from the source,4.W.8,guided,no,g4-text-08
ma-g4-english-language-arts-u09-l10,ma-g4-english-language-arts,4,english-language-arts,154,9,"Research, Sources, and Honest Note-Taking",10,Craft or structure analysis: interpreting a chart or table inside a source and noting what it shows,Craft or structure analysis,interpreting a chart or table inside a source and noting what it shows,4.RI.7,guided,no,g4-text-10
ma-g4-english-language-arts-u09-l11,ma-g4-english-language-arts,4,english-language-arts,155,9,"Research, Sources, and Honest Note-Taking",11,"Source or research work: building the source list: who, what, when, and where you found it",Source or research work,"building the source list: who, what, when, and where you found it",4.W.8,guided,no,g4-text-08
ma-g4-english-language-arts-u09-l12,ma-g4-english-language-arts,4,english-language-arts,156,9,"Research, Sources, and Honest Note-Taking",12,Writing plan and draft: planning an answer that integrates two texts rather than stacking them,Writing plan and draft,planning an answer that integrates two texts rather than stacking them,4.RI.9;4.W.9b,guided,no,learner-produced
ma-g4-english-language-arts-u09-l13,ma-g4-english-language-arts,4,english-language-arts,157,9,"Research, Sources, and Honest Note-Taking",13,"Writing revision workshop: revising so every integrated claim traces to a note, punctuating quotations from a text",Writing revision workshop,"revising so every integrated claim traces to a note, punctuating quotations from a text",4.W.9b;4.W.5;4.L.2,guided,no,learner-produced
ma-g4-english-language-arts-u09-l14,ma-g4-english-language-arts,4,english-language-arts,158,9,"Research, Sources, and Honest Note-Taking",14,Discussion or presentation practice: paraphrasing a source read aloud and identifying a speaker's evidence,Discussion or presentation practice,paraphrasing a source read aloud and identifying a speaker's evidence,4.SL.2;4.SL.3,guided,no,g4-text-10
ma-g4-english-language-arts-u09-l15,ma-g4-english-language-arts,4,english-language-arts,159,9,"Research, Sources, and Honest Note-Taking",15,Transfer challenge: running the full research routine on a new question in one session,Transfer challenge,running the full research routine on a new question in one session,4.W.7;4.W.8,independent,no,g4-text-08
ma-g4-english-language-arts-u09-l16,ma-g4-english-language-arts,4,english-language-arts,160,9,"Research, Sources, and Honest Note-Taking",16,"Retrieval and assessment preparation: retrieving question, aspects, notes, paraphrase, sources, integration",Retrieval and assessment preparation,"retrieving question, aspects, notes, paraphrase, sources, integration",4.W.7;4.W.8;4.RI.9,independent,no,g4-text-10
ma-g4-english-language-arts-u09-l17,ma-g4-english-language-arts,4,english-language-arts,161,9,"Research, Sources, and Honest Note-Taking",17,Unit assessment: unit evidence: a research brief with source list and paraphrased notes,Unit assessment,unit evidence: a research brief with source list and paraphrased notes,4.W.7;4.W.8;4.RI.9,independent,yes,g4-text-08
ma-g4-english-language-arts-u09-l18,ma-g4-english-language-arts,4,english-language-arts,162,9,"Research, Sources, and Honest Note-Taking",18,"Targeted correction, publication, and reflection: correcting one note and publishing the research brief","Targeted correction, publication, and reflection",correcting one note and publishing the research brief,4.W.8;4.W.9b,guided,no,g4-text-10
ma-g4-english-language-arts-u10-l01,ma-g4-english-language-arts,4,english-language-arts,163,10,"Narrative Craft, Comparison, and the Year-End Portfolio",1,"Launch and diagnostic: what orients a reader in the first paragraph, and portfolio selection",Launch and diagnostic,"what orients a reader in the first paragraph, and portfolio selection",4.W.3;4.RL.10,guided,no,g4-text-15
ma-g4-english-language-arts-u10-l02,ma-g4-english-language-arts,4,english-language-arts,164,10,"Narrative Craft, Comparison, and the Year-End Portfolio",2,Word study and morphology: precise verbs and sensory nouns your own narrative will need,Word study and morphology,precise verbs and sensory nouns your own narrative will need,4.L.6;4.W.3,guided,no,g4-text-16
ma-g4-english-language-arts-u10-l03,ma-g4-english-language-arts,4,english-language-arts,165,10,"Narrative Craft, Comparison, and the Year-End Portfolio",3,"Concept model A: orienting the reader: situation, narrator, and characters",Concept model A,"orienting the reader: situation, narrator, and characters",4.W.3,guided,no,g4-text-15
ma-g4-english-language-arts-u10-l04,ma-g4-english-language-arts,4,english-language-arts,166,10,"Narrative Craft, Comparison, and the Year-End Portfolio",4,Guided practice A: drafting an opening that establishes a situation worth following,Guided practice A,drafting an opening that establishes a situation worth following,4.W.3;4.W.4,guided,no,g4-text-16
ma-g4-english-language-arts-u10-l05,ma-g4-english-language-arts,4,english-language-arts,167,10,"Narrative Craft, Comparison, and the Year-End Portfolio",5,Close reading with evidence: close reading a published narrative for how its ending is earned,Close reading with evidence,close reading a published narrative for how its ending is earned,4.RL.10;4.W.3;4.RF.4,guided,no,g4-text-15
ma-g4-english-language-arts-u10-l06,ma-g4-english-language-arts,4,english-language-arts,168,10,"Narrative Craft, Comparison, and the Year-End Portfolio",6,Independent application A: drafting the middle events with a managed sequence,Independent application A,drafting the middle events with a managed sequence,4.W.3,independent,no,g4-text-16
ma-g4-english-language-arts-u10-l07,ma-g4-english-language-arts,4,english-language-arts,169,10,"Narrative Craft, Comparison, and the Year-End Portfolio",7,Concept model B: dialogue and description that develop a character's response,Concept model B,dialogue and description that develop a character's response,4.W.3,guided,no,g4-text-15
ma-g4-english-language-arts-u10-l08,ma-g4-english-language-arts,4,english-language-arts,170,10,"Narrative Craft, Comparison, and the Year-End Portfolio",8,Guided practice B: replacing summary of feeling with shown action and speech,Guided practice B,replacing summary of feeling with shown action and speech,4.W.3;4.W.5,guided,no,g4-text-16
ma-g4-english-language-arts-u10-l09,ma-g4-english-language-arts,4,english-language-arts,171,10,"Narrative Craft, Comparison, and the Year-End Portfolio",9,"Reteach and varied practice: repairing narratives that stall, skip, or end without following through",Reteach and varied practice,"repairing narratives that stall, skip, or end without following through",4.W.3;4.W.5,guided,no,g4-text-15
ma-g4-english-language-arts-u10-l10,ma-g4-english-language-arts,4,english-language-arts,172,10,"Narrative Craft, Comparison, and the Year-End Portfolio",10,Craft or structure analysis: concrete words and sensory details that convey experience precisely,Craft or structure analysis,concrete words and sensory details that convey experience precisely,4.W.3,guided,no,g4-text-16
ma-g4-english-language-arts-u10-l11,ma-g4-english-language-arts,4,english-language-arts,173,10,"Narrative Craft, Comparison, and the Year-End Portfolio",11,Source or research work: comparing similar themes and patterns of events in texts from different cultures,Source or research work,comparing similar themes and patterns of events in texts from different cultures,4.RL.9,guided,no,g4-text-15
ma-g4-english-language-arts-u10-l12,ma-g4-english-language-arts,4,english-language-arts,174,10,"Narrative Craft, Comparison, and the Year-End Portfolio",12,"Writing plan and draft: planning the portfolio: selection, order, comparison, and reflection",Writing plan and draft,"planning the portfolio: selection, order, comparison, and reflection",4.W.4;4.W.6,guided,no,learner-produced
ma-g4-english-language-arts-u10-l13,ma-g4-english-language-arts,4,english-language-arts,175,10,"Narrative Craft, Comparison, and the Year-End Portfolio",13,"Writing revision workshop: revising the narrative, then correcting fragments, run-ons, and frequently confused words",Writing revision workshop,"revising the narrative, then correcting fragments, run-ons, and frequently confused words",4.W.5;4.L.1;4.L.2,guided,no,learner-produced
ma-g4-english-language-arts-u10-l14,ma-g4-english-language-arts,4,english-language-arts,176,10,"Narrative Craft, Comparison, and the Year-End Portfolio",14,"Discussion or presentation practice: presenting one portfolio piece in an organized way, or privately",Discussion or presentation practice,"presenting one portfolio piece in an organized way, or privately",4.SL.4;4.SL.6,guided,no,g4-text-16
ma-g4-english-language-arts-u10-l15,ma-g4-english-language-arts,4,english-language-arts,177,10,"Narrative Craft, Comparison, and the Year-End Portfolio",15,Transfer challenge: reading an unfamiliar grades 4-5 band text and responding in writing,Transfer challenge,reading an unfamiliar grades 4-5 band text and responding in writing,4.RL.10;4.RI.10,independent,no,g4-text-15
ma-g4-english-language-arts-u10-l16,ma-g4-english-language-arts,4,english-language-arts,178,10,"Narrative Craft, Comparison, and the Year-End Portfolio",16,"Retrieval and assessment preparation: retrieving the year's reading, writing, research, and language moves",Retrieval and assessment preparation,"retrieving the year's reading, writing, research, and language moves",4.RL.10;4.RI.10;4.W.4,independent,no,g4-text-16
ma-g4-english-language-arts-u10-l17,ma-g4-english-language-arts,4,english-language-arts,179,10,"Narrative Craft, Comparison, and the Year-End Portfolio",17,Unit assessment: unit evidence: an independently written narrative and growth reflection,Unit assessment,unit evidence: an independently written narrative and growth reflection,4.W.3;4.W.4;4.L.1,independent,yes,g4-text-15
ma-g4-english-language-arts-u10-l18,ma-g4-english-language-arts,4,english-language-arts,180,10,"Narrative Craft, Comparison, and the Year-End Portfolio",18,"Targeted correction, publication, and reflection: correcting one section and publishing the portfolio with its two-text comparison","Targeted correction, publication, and reflection",correcting one section and publishing the portfolio with its two-text comparison,4.W.5;4.W.6,guided,no,g4-text-16
